,SriLanka_creole,phonetic_transcription,Portuguese_definition,Portuguese_IPA,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
157,Assitanto,asitanto,tanto,ˈtɐ̃.tu,so much,adverb,,,,,tanto,,
158,astanto,astanto,tanto,ˈtɐ̃.tu,as much,adverb,,,,,tanto,,
159,Assino,asino,assinatura,ɐ.si.nɐ.ˈtu.ɾɐ,signature,noun,,,,"Assino, assignatura. — Do verbo assina. Cfr. ruino.",assignatura,,138.0
160,Assofran,asofɾan,açafrão,ɐ.sɐ.ˈfɾɐ̃w̃,saffron,noun,,,,"Assofran, açafrão. Asso-frà, açafroar.",açafrão,,138.0
161,Assofrà,asofɾaː,açafroar,,saffron,verb,,,,,açafroar,,
162,Atà,ataː,até,ɐ.ˈtɛ,until,adverb,,Old Portuguese,,"Atà, até (t. us.). — Port. arch.",até,,138.0
163,Atarde,ataɾde,tarde,ˈtaɾ.dɨ,afternoon,adverb,,,,"Atarde, tarde.—De á tarde. Cfr. anoute, dedia.",tarde,,138.0
164,Atchà,at̠ʃaː,achar,ɐ.ˈʃaɾ,find,verb,Macao creole,,,"Atchà, achar (mais us.). Dial. mac. Cfr. fitchá.",achar,,138.0
165,Até,ateː,isto é,,this is,pronoun,,,,"Até, isto é. — Abrev. de aquel tem (t. us.).",isto é,,138.0
166,Atramento,atɾamento,atrevimento,ɐ.tɾɨ.vi.ˈmẽ.tu,dare,noun,,,,"Atramento, atrevimento. Atramentá, atrever-se.",atrevimento,,138.0
167,Atramentá,atɾamentaː,atrever-se,,dare,verb,,,,"Atrevimentá (Gomes), atrever-se.— De atrevimento.",atrever-se,,138.0
168,atrevimentá,atɾeʋimentaː,atrever-se,,dare,verb,,,,"Atrevimentá (Gomes), atrever-se.— De atrevimento.",atrever-se,,138.0
169,Atténcia,atːeːnsia,atenção,,attention,noun,English,,,"Atténcia, atténcè, atten-ção.'—Infl. do ingl. attention? Cfr. intenda.",attenção,,138.0
170,atténcè,atːeːnseː,atenção,,attention,noun,English,,,"Atténcia, atténcè, atten-ção.'—Infl. do ingl. attention? Cfr. intenda.",attenção,,138.0
171,Attermesan,atːeɾmezan,altercação,aɫ.tɨɾ.kɐ.ˈsɐ̃w̃,quarrel,noun,,,Istori de San Clear,"Attermesan (5. C), altercação ?",altercação,,138.0
172,Audénci,audeːnsi,audiência,aw.ˈdjẽ.sjɐ,hearing,noun,,,,"Audénci, audiência. Cfr./&gt;a-cénci, comedi.",audiência,,138.0
173,Audia,audia,audácia,aw.ˈda.sjɐ,audacity,noun,,,Cantigas,"Audia (Cant.), audácia ?",audácia,,138.0
174,Ógost,oːgost,agosto,,august,noun,English,,,"Augnst (pron. ógost), agosto.— Ingl.",agosto,,138.0
175,Avantagem,aʋantad̠ʒem,vantagem,vɐ̃.ˈta.ʒɐ̃j̃,advantage,noun,,Old Portuguese,,"Avantagem (A^. T.), vantagem.— Port. arch.",vantagem,,138.0
176,Avelho,aʋeʎo,abelha,ɐ.ˈbɐj.ʎɐ,bee,noun,,,,"Avelho, abelha.",abelha,,138.0
177,Avená,aʋenaː,abanar,ɐ.bɐ.ˈnaɾ,shake,verb,,,,"Avena, abanar.",abanar,,138.0
178,Avoà,aʋoaː,voar,ˈvwaɾ,fly,verb,,"Old Portuguese, Dialectal Portuguese",,"Avoà, voar. — Port. arch. e Dialetal Portuguese.",voar,,138.0
179,Avogado,aʋogado,advogado,,attorney,noun,,Old Portuguese,,"Avogado, advogado. —Port. arch.",advogado,,138.0
180,Avô-mai,aʋoː mai,avô materno,,father of the mother,noun,,,,"Avô-mai, avô materno. Avô-pai, avô paterno. Cfr. pae-tio, mãe-tta, no dial. de Goa creole.",avô materno,,138.0
181,Avô-pai,aʋoː pai,avô paterno,,father of the father,noun,,,,,avô paterno,,
182,Azéte,azeːte,azeite,ɐ.ˈzɐj.tɨ,olive oil,noun,,,"O Bruffador, i periódico","Azéte, aziete {Br. i), azeite. Azeitero, azietero {Br. i), azeiteiro. Azeitero: Dial. mac.",azeite,,138.0
183,aziete,aziete,azeite,ɐ.ˈzɐj.tɨ,olive oil,noun,,,"O Bruffador, i periódico","Azéte, aziete {Br. i), azeite. Azeitero, azietero {Br. i), azeiteiro. Azeitero: Dial. mac.",azeite,,138.0
184,Azeitero,azeiteɾo,azeiteiro,,olive oil dealer,noun,Macao creole,,"O Bruffador, i periódico",,azeiteiro,,
185,azietero,azieteɾo,azeiteiro,,olive oil dealer,noun,Macao creole,,"O Bruffador, i periódico",,azeiteiro,,
186,Baas,bas,patrão,,boss,noun,Dutch,,,"Baas (pron. bãs), patrão. — Holl.",patrão,,139.0
187,Bàbaro,baːbaɾo,bárbaro,,barbarian,noun,,,,"Bàbaro, bárbaro. Cfr. uso.",bárbaro,,139.0
188,Bêbi,beːbi,bebé,,baby,noun,English,,,"Baby (pron. bebi), creança de peito, «bébé«. Baby irmão, o irmão «bébé«. — Ingl.",bebé,,139.0
189,Baclà,baklaː,batalhar,bɐ.tɐ.ˈʎaɾ,battle,verb,,,,"Baclà, batalhar. Baclador, batalhador. Bacladura, bacal-dura, (p. us.), batalha, combate. — Por intermédio de *bat'lá.",batalhar,,139.0
190,Baclador,bakladoɾ,batalhador,,hard-worker,noun,,,,,batalhador,,
191,Bacladura,bakladuɾa,"batalha, combate",,"battle, combat",noun,,,,,"batalha, combate",,
192,bacaldura,bakalduɾa,"batalha, combate",,"battle, combat",noun,,,,,"batalha, combate",,
193,Bafa,bafa,abafar,,stifle,verb,Macao creole,,,"Bafa, abafar. Dial. mac.",abafar,,139.0
194,Bailo,bailo,baile,ˈbaj.lɨ,"ball, dance",noun,,Dialectal Portuguese,,"Bailo, baile. — Port. Dialetal Portuguese. Bailo-casa, casa de baile.",baile,,139.0
195,Baiso,baizo,baixo,,down,adverb,"Macao creole, Singapore creole, Santome",,,"Baiso {ç, p. us.), baso (f), basso (mais us.), baixo. Bassa, baixar, abaixar. Basséza, baixeza. Basso: dial. singpde S. Thomé. Dial. mac. baço.",baixo,pouco usado,139.0
196,baço,baso,baixo,,down,adverb,"Macao creole, Singapore creole, Santome",,,"Baiso {ç, p. us.), baso (f), basso (mais us.), baixo. Bassa, baixar, abaixar. Basséza, baixeza. Basso: dial. singpde S. Thomé. Dial. mac. baço.",baixo,pouco usado,139.0
197,Bassá,basaː,"baixar, abaixar",,download,verb,,,,,"baixar, abaixar",,
198,Basséza,baseːza,baixeza,baj.ˈʃe.zɐ,baseness,noun,,,,,baixeza,,
199,Balança,balansa,"balança, balanço",,swing,noun,,,,"Balança, balança; balanço.","balança, balanço",,139.0
200,Balmaçado,balmasado,"balançado, agitado",,shaken,adjective,,,,"Balmaçado, balançado; agitado.","balançado, agitado",,139.0
201,Balmo,balmo,bálsamo,,balm,noun,English,,,"Balmo, bálsamo. — Ingl. balm.",bálsamo,,139.0
202,Bend,bend,banda de musica,,musical band,noun,English,,,"Band (pron. bend), banda de musica.",banda de musica,,139.0
203,Banda-dentro,banda dentɾo,"por banda de dentro, internamente",,internally,adverb,Macao creole,,,"Banda-dentro, por banda de dentro, internamente. Banda-fora, por fora, externamente. Dial. mac: subst.","por banda de dentro, internamente",,139.0
204,Banda-fora,banda foɾa,"por fora, externamente",,outwardly,adverb,Macao creole,,,,"por fora, externamente",,
205,Bandérè,bandeːɾeː,bandeira,,flag,noun,,,,"Bandérè, bandeira.",bandeira,,139.0
206,Bandeya,bandeja,bandeja,bɐ̃.ˈdɐj.ʒɐ,tray,noun,,,,"Bandeya, bandeja.",bandeja,,139.0
207,Bangià,band̠ʒiaː,"dormitar, toscanejar",,slumber,verb,Dutch,,,"Bangià, dormitar, toscanejar.— Do holl. paaijen.","dormitar, toscanejar",,139.0
208,Bank,bank,banco comercial,,commercial bank,noun,English,,,"Bank (pron. benk), banco commercial. — Ingl.",banco commercial,,139.0
209,Benkrut,benkɾut,falido,,bankrupt.,adjective,English,,,"Bankroot (pron. benkrul), fallido. — Ingl. bankrupt.",fallido,,139.0
210,Banths,bants,"laços, prisões",,"bonds, prisons",noun,"Dutch, English",,Cantigas,"Bantha {Cant.), laços, prisões.— Ingl. e holl. band.","laços, prisões",,139.0
211,Bariga,baɾiga,barriga,,belly,noun,,,,"Bariga, barriga.",barriga,,139.0
212,Baro,baɾo,"barro, terra",,"clay, earth",noun,Capeverdean creole,,,"Baro, báru, barro, terra. Baro: dial. cab. Baro-casa, casa de barro.","barro, terra",,139.0
213,báru,baːɾu,"barro, terra",,"clay, earth",noun,Capeverdean creole,,,"Baro, báru, barro, terra. Baro: dial. cab. Baro-casa, casa de barro.","barro, terra",,139.0
214,Baro-casa,baɾo kaza,casa de barro,,mud house,noun,,,,,casa de barro,,
215,Barrato,barato,barato,bɐ.ˈɾa.tu,cheap,adjective,,,,"Barrato, barato. Cfr. carro.",barato,,139.0
216,Barrê,bareː,varrer,vɐ.ˈReɾ,sweep,verb,Macao creole,,,"Barro, varrer. Barido, varrido. Dial. mac. barè.",varrer,,139.0
217,Barido,baɾido,varrido,,swept away,adjective,,,,,varrido,,
218,Bàsin,baːzin,"bacia, prato",,basin,noun,English,,,"Bàsin, bacia; prato. — Ingl.","bacia, prato",,139.0
219,Bassóra,basoːɾa,vassoira,,broom,noun,Macao creole,,,"Baasóra, vassoira. Dial. mac.",vassoira,,139.0
220,Bastanto,bastanto,"bastante, muito",,a lot,adverb,Cochin creole,,,"Bastanto, bastante; muito. Dial. coch. Cfr. restanto.","bastante, muito",,139.0
221,Bàtica,baːtika,"bátega, bacia, gamela",,"bucket, bowl",noun,Goa creole,All Portuguese-based creoles of India,Elucidário de Viterbo,"Bàtica, bátega (ant.); bacia; gamella. Comm. (t. em Gôa). Cfr. Elucids. V. bátega.","batega, bacia, gamela",,139.0
222,Batrai,batɾai,bateria,bɐ.tɨ.ˈɾi.ɐ,battery,noun,,,"O Bruffador, i periódico","Batrai {Br. i), bateria.",bateria,,139.0
223,Battà,batːaː,bater,bɐ.ˈteɾ,knock,verb,,,,"Battà, bater.",bater,,139.0
224,Battalho,batːaʎo,batalha,bɐ.ˈta.ʎɐ,battle,noun,,,Cantigas,Battalho [Cant.)batalha. V. BACI.Á.,batalha,,139.0
225,Batte,batːe,arroz com casca,,husked rice,noun,"Kannada, Konkani, Marathi",All Portuguese-based creoles of India,,"Batte, arroz com casca. Comm. — Can. ""^^ (batta)konk. e mar. vriTT {bhât).",arroz com casca,,139.0
226,Bautismo,bautizmo,batismo,,baptism,noun,,"Old Portuguese, Dialectal Portuguese, All Portuguese-based creoles of India",,"Bautismo, baptismo. Bau-tizá, baptizar. Comm.— Port. arch. e Dialetal Portuguese.",baptismo,,139.0
227,Bautizá,bautizaː,batizar,ba.ti.ˈzaɾ,baptize,verb,,,,,baptizar,,
228,Bautista,bautista,Batista,,baptist,noun,,"Dialectal Portuguese, All Portuguese-based creoles of India",,"Bautista, Baptista. Comm.— Port. Dialetal Portuguese.",Baptista,,139.0
229,Bai,bai,"baía, porto",,"bay, harbor",noun,Dutch,,,"Bai, bay, bahia; porto (desus.). — Do holl. baaie?","bahia, porto",,139.0
230,bei,bei,"baía, porto",,"bay, harbor",noun,Dutch,,,"Bai, bay, bahia; porto (desus.). — Do holl. baaie?","bahia, porto",,139.0
231,Bazar,bazaɾ,"mercado, praça",,market place,noun,"Persian, English",All Portuguese-based creoles of India,Garcia da Horta,"Bazar, bazaara (fórm. Mod. do ingl.), mercado, praça. «Bazar quer dizer lugar d'onde se vendem as cousas». Gare. Comm. — Pers.jijLj [bâ- !fâr)j indianizado.","mercado, praça",,139.0
232,bazaara,bazaɾa,"mercado, praça",,market place,noun,"Persian, English",All Portuguese-based creoles of India,Garcia da Horta,"Bazar, bazaara (fórm. Mod. do ingl.), mercado, praça. «Bazar quer dizer lugar d'onde se vendem as cousas». Gare. Comm. — Pers.jijLj [bâ- !fâr)j indianizado.","mercado, praça",,139.0
233,Beberajo,bebeɾad̠ʒo,"beberagem, bebida",,"brew, drink",noun,,,Istori de San Clear,"Beberajo, beberai, bebera-gem; bebida. Beberajo chaps, lojas de bebidas. Cfr. imajo, corajo e passai.","beberagem, bebida",,139.0
234,beberai,bebeɾai,"beberagem, bebida",,"brew, drink",noun,,,Istori de San Clear,"Beberajo, beberai, bebera-gem; bebida. Beberajo chaps, lojas de bebidas. Cfr. imajo, corajo e passai.","beberagem, bebida",,139.0
235,Beberajochaps,bebeɾad̠ʒot̠ʃaps,lojas de bebidas,,liquor stores,noun,,,,,lojas de bebidas,,
236,Beberão,bebeɾaːo,beberrão,bɨ.bɨ.ˈRɐ̃w̃,drunkard,noun,,,,"Beberão, babarão, bebrâo, beberrão.",beberrão,,139.0
237,babarão,babaɾaːo,beberrão,bɨ.bɨ.ˈRɐ̃w̃,drunkard,noun,,,,"Beberão, babarão, bebrâo, beberrão.",beberrão,,139.0
238,bebrão,bebɾaːo,beberrão,bɨ.bɨ.ˈRɐ̃w̃,drunkard,noun,,,,"Beberão, babarão, bebrâo, beberrão.",beberrão,,139.0
239,Bebera,bebeɾa,"beberes, bebidas",,drinks,noun,,,,"Bebera, beberes; bebidas. Us. só no pi. Cfr. comers. Béço, beiço.","beberes, bebidas",,140.0
240,Béço,beːso,beiço,ˈbɐj.su,lip,noun,,,,,beiço,,
241,Bíar,biːaɾ,cerveja,,beer,noun,English,,,"Beer (pron. bíar), cerveja.— Ingl.",cerveja,,140.0
242,Bemfeito,bemfeito,"bem feito, muito bem, dignamente",,"well done, very well, dignifiedly",adverb,"Macao creole, Papiá Kristang",,,"Bem/eito, bemfeto {adv.)^ bem feito; muito bem; dignamente. Dial. mac. e mal. bem feto.","bem feito, muito bem, dignamente",,140.0
243,bemfeto,bemfeto,"bem feito, muito bem, dignamente",,"well done, very well, dignifiedly",adverb,"Macao creole, Papiá Kristang",,,"Bem/eito, bemfeto {adv.)^ bem feito; muito bem; dignamente. Dial. mac. e mal. bem feto.","bem feito, muito bem, dignamente",,140.0
244,Bemfeitos,bemfeitos,benefícios,,benefits,noun,,,,"Bemfeitos (C. A^.), benefícios.",benefícios,,140.0
245,Bença,bensa,bênção,ˈbẽ.swɐ̃w̃,blessing,noun,"Cochin creole, Macao creole",,,"Bença, bencè, benção. Ben-ça: dial. cochmac.",benção,,140.0
246,bencè,benseː,bênção,ˈbẽ.swɐ̃w̃,blessing,noun,"Cochin creole, Macao creole",,,"Bença, bencè, benção. Ben-ça: dial. cochmac.",benção,,140.0
247,Bendição,bendisaːo,bênção,ˈbẽ.swɐ̃w̃,blessing,noun,,Old Portuguese,,"Bendição, benção. — Port. arch..-'",benção,,140.0
248,Beneficaçan,benefikasan,benefício,bɨ.nɨ.ˈfi.sju,benefit,noun,,,,"Beneflcaçan {C. .4.), beneficio.",beneficio,,140.0
249,Benigdade,benigdade,benignidade,,benignity,noun,,,,"Benigdade, benignidade. Cfr. alfada.",benignidade,,140.0
250,Benzê,benzeː,"benzer, abençoar",,bless,noun,,,,"Benze, benza, benzer, abençoar. Benza, bénzè, benção. Berger [gu)^ burguez: «eu-rasiano», descendente do europeu.— Holi. biirger.","benzer, abençoar",,140.0
251,benzà,benzaː,"benzer, abençoar",,bless,noun,,,,"Benze, benza, benzer, abençoar. Benza, bénzè, benção. Berger [gu)^ burguez: «eu-rasiano», descendente do europeu.— Holi. biirger.","benzer, abençoar",,140.0
252,Bénza,beːnza,bênção,ˈbẽ.swɐ̃w̃,blessing,noun,,,,,benção,,
253,bénzè,beːnzeː,bênção,ˈbẽ.swɐ̃w̃,blessing,noun,,,,,benção,,
254,Berguer,beɾgeɾ,burguês,,bourgeois,noun,Dutch,,,,burguês,,
255,Beryl,beɾil,berilo,,beryl,noun,,,,"Beryl, beryllo. Cfr. esmerai.",berilo,,140.0
256,Béudo,beːudo,bêbado,,drunk,adjective,"Macao creole, Konkani, Sinhala",,,"Béudo, bêbado. Beudice,",bêbado,,140.0
257,Beudice,beudise,bebedice,,drunkenness,noun,,,,"bebedice. Dial. mac. Bebdo. — Singl. (S(s)^  (bébdu), konk. spsíTJ^ [bebdo). Cfr. macéo.",bebedice,,140.0
258,Baibol,baibol,bíblia,,bible,noun,English,,,"Bible (pron. baibol)biblia. Bible-nomes, nomes da biblia.— Ingl.",bíblia,,140.0
259,Baibol-nomes,baibol nomes,nomes da bíblia,,bible names,noun,,,,,nomes da biblia,,
260,Bibora,biboɾa,víbora,,viper,noun,,,,"Bibora, vibora.",vibora,,140.0
261,Bijá,bid̠ʒaː,beijar,bɐj.ˈʒaɾ,kiss,verb,"Diu creole, Mangalor creole",,,"Bijá, beijar. Dial. mangdiv.",beijar,,140.0
262,Billiard,biliaɾd,bilhar,,billiard table,verb,English,,,"Billiard, bilhar. — Ingl. Bil-liard-cámber, sala de bilhar.",bilhar,,140.0
263,Billiard-cámber,biliaɾd kaːmbeɾ,sala de bilhar,,billiard room,noun,English,,,,sala de bilhar,,
264,Bill,bil,papel de conta,,bill,noun,English,,,"Bill, papel de conta. — Ingl.",papel de conta,,140.0
265,Bisiga,biziga,bexiga,bɨ.ˈʃi.ɡɐ,bladder,noun,,,,"Bisiga, bexiga.",bexiga,,140.0
266,Bispada,bispada,bispado,,diocese,noun,,,,"Bispada, bispado.",bispado,,140.0
267,Blada,blada,"folha de papel, página",,"sheet of paper, page",noun,Dutch,,,"Blada, bladè, folha de papel; pagina. —Holl. blad.","folha de papel, pagina",,140.0
268,bladè,bladeː,"folha de papel, página",,"sheet of paper, page",noun,Dutch,,,"Blada, bladè, folha de papel; pagina. —Holl. blad.","folha de papel, pagina",,140.0
269,Blanket,blanket,cobertor da cama,,blanket,noun,English,,,"Blanket, cobertor da cama.— Ingl.",cobertor da cama,,140.0
270,Blasphemaçan,blasfemasan,blasfémia,,blasphemy,noun,,,"O Bruffador, ii periódico","Blasphemaçan {Br. 2), blas-phemia.",blasphemia,,140.0
271,Blasphemoso,blasfemozo,blasfemo,blɐʃ.ˈfe.mu,blasphemous,noun,,,,"Blasphemoso, blasphemo. Cfr. alegroso, impioso.",blasphemo,,140.0
272,Bõa,boːa,boa,ˈbo.ɐ,good,adjective,,Old Portuguese,,"Boa (Gomes), boa. — Port. arch.",boa,,140.0
273,Bôt,boːt,"bote, barco",,boat,noun,English,,,"Boat (pron. bôt)bote, barco.— Ingl.","bote, barco",,140.0
274,Bobra,bobɾa,abóbora,,pumpkin,noun,"Konkani, Marathi","Diu creole, Daman creole",,"Bobra, abóbora. Dial. nort.—",abóbora,,140.0
275,Bocadè,bokadeː,bocado,bu.ˈka.du,bite size,noun,,,,"Bocadè, bocado.",bocado,,140.0
276,Bodrimo,bodɾimo,"fada, duende",,"fairy, goblin",noun,Sinhala,,,"Bodrimo, fada, duende. — Singl. Cir^r^HIcll {bodiri. movo.","fada, duende",,140.0
277,Boffetado,bofetado,esbofeteado,,slapped,adjective,,,Novo testamento,"Boífetado {N. T.), bofe-teado.",bofeteado,,140.0
278,Boftiá,boftiaː,esbofetear,,slap,verb,,,,"Boftiá, buftiá, bofetear. Boftada, bofetada.",bofetear,,140.0
279,buftiá,buftiaː,esbofetear,,slap,verb,,,,"Boftiá, buftiá, bofetear. Boftada, bofetada.",bofetear,,140.0
280,Boftada,boftada,bofetada,,slap,noun,,,,,bofetada,,
281,Boltiá,boltiaː,voltear,,turn around,verb,,,,"Boltiá, voltear.",voltear,,140.0
282,Bom,bom,bem,bɐ̃j̃,well,adverb,,,,"Bom, bom: bem {siibst.).",bem,,140.0
283,Bonancè,bonanseː,"bonança, bondade",,"calm, good",noun,,,,"Bonancè, bonança; bondade.","bonança, bondade",,140.0
284,Bonino,bonino,bonina,,,noun,,,,"Bonino, bonina.",bonina,,140.0
285,Buts,buts,botas,,boots,noun,English,,,"Boots (pron. buts), botas.— Ingl.",botas,,140.0
286,Bordè,boɾdeː,borda,ˈbɔɾ.dɐ,edge,noun,,,,"Borde, borda.",borda,,140.0
287,Bordiá,boɾdiaː,bordar,buɾ.ˈdaɾ,embroider,verb,,,,"Bordiá, bordar.",bordar,,140.0
288,Borrecido,boresido,aborrecido,ɐ.bu.Rɨ.ˈsi.du,bored,adjective,Macao creole,,Istori de San Clear,"Borrecido, aborrecido. Dial. mac. borecido. P. us. Cfr. biircê.",aborrecido,pouco usado,140.0
289,Bota,bota,"botar, pôr, meter",,put,verb,,,,"Bota, botar, pôr, metter. Muito us.","botar, pôr, metter",,140.0
290,Botle,botle,garrafa,,bottle,noun,"English, Sinhala, Konkani, Marathi",,"O Bruffador, ii periódico","Botle, botei, bottal {Br. 2), garrafa. Botle: dial. mac.",garrafa,,140.0
291,botei,botei,garrafa,,bottle,noun,"English, Sinhala, Konkani, Marathi",,"O Bruffador, ii periódico","Botle, botei, bottal {Br. 2), garrafa. Botle: dial. mac.",garrafa,,140.0
292,bottal,botːal,garrafa,,bottle,noun,"English, Sinhala, Konkani, Marathi",,"O Bruffador, ii periódico","Botle, botei, bottal {Br. 2), garrafa. Botle: dial. mac.",garrafa,,140.0
293,Bottle-vinho,botːle ʋiɲo,garrafa de vinho,,bottle of wine,noun,English,,,,garrafa de vinho,,
294,Boutic,boutik,botica,bu.ˈti.kɐ,pharmacy,noun,,"Old Portuguese, All Portuguese-based creoles of India",,Boutique (pron. boutic)^ botica (pharmacia), loja. — Botica na segunda accep. port. arch. Comm. (t. em Macao creole e Gôa).,botica,141.0
295,Boutiqueiro,boutikeiɾo,"boticário, lojista",,"apothecary, shopkeeper",noun,,"Old Portuguese, All Portuguese-based creoles of India",,"Boutiqueiro, boticário; lo-gista. — Botiqueiro: port. arch. Comm.","boticário, logista",,141.0
296,Boventade,boʋentade,boa vontade,,goodwill,adjective,,,,"Boventade, bovantade, boa vontade. Boventade-mente, de boa vontade.",boa vontade,,141.0
297,bovantade,boʋantade,boa vontade,,goodwill,adjective,,,,"Boventade, bovantade, boa vontade. Boventade-mente, de boa vontade.",boa vontade,,141.0
298,Boventademente,boʋentademente,de boa vontade,,goodwill,adverb,,,,,de boa vontade,,
299,Bocs,boks,caixa,,box,noun,English,,,Box (pron. bocs)^ caixa (t. us.: cassa). — Ingl.,caixa,,141.0
300,Branca,bɾanka,branquear,bɾɐ̃.ˈki.aɾ,bleach,verb,,,,"Branca, branquear. — De branco.",branquear,,141.0
301,Branda,bɾanda,abrandar,ɐ.bɾɐ̃.ˈdaɾ,slow down,verb,"Capeverdean creole, Macao creole",,,"Branda, abrandar. Dial. mac, cab.",abrandar,,141.0
302,Brandi,bɾandi,conhaque,,brandy,noun,English,,,Brandy (pron. brandi)co-gnac. — Ingl.,cognac,,141.0
303,Branquéza,bɾankeːza,brancura,bɾɐ̃.ˈku.ɾɐ,whiteness,noun,,,,"Branquéza, brancura.",brancura,,141.0
304,Brao,bɾao,"bravo, feroz, cruel",,"angry, fierce, cruel",noun,,,"Collecçáo de Bandos, por F. N. Xavier","Brao, brau, bravo; feroz, cruel. Cfr. «arrátel de crao» [cravo]. Coll. de Band.","bravo, feroz, cruel",,141.0
305,brau,bɾau,"bravo, feroz, cruel",,"angry, fierce, cruel",noun,,,"Collecçáo de Bandos, por F. N. Xavier","Brao, brau, bravo; feroz, cruel. Cfr. «arrátel de crao» [cravo]. Coll. de Band.","bravo, feroz, cruel",,141.0
306,Braviá,bɾaʋiaː,"bramar, clamar",,roar,verb,Marathi,,,"Bravia, bramar, clamar. — De brau?","bramar, clamar",,141.0
307,Brazá,bɾazaː,abrasar,ɐ.bɾɐ.ˈzaɾ,blaze,verb,,,,"Brazá, abrazar.",abrazar,,141.0
308,Bremellio,bɾemelio,vermelho,vɨɾ.ˈmɐj.ʎu,red,adjective,Capeverdean creole,,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.",vermelho,,141.0
309,brimellio,bɾimelio,vermelho,vɨɾ.ˈmɐj.ʎu,red,adjective,Capeverdean creole,,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.",vermelho,,141.0
310,brimalho,bɾimaʎo,vermelho,vɨɾ.ˈmɐj.ʎu,red,adjective,Capeverdean creole,,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.",vermelho,,141.0
311,brimejo,bɾimed̠ʒo,vermelho,vɨɾ.ˈmɐj.ʎu,red,adjective,Capeverdean creole,,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.",vermelho,,141.0
312,Brinc'-de-fogo,bɾin k ə de fogo,fogo de vista,,fire of sight,noun,,,,"Brinc'-de-fogo, fogo de vista.",fogo de vista,,141.0
313,Búrdar,buːɾdaɾ,bolo,,cake,noun,Dutch,,,"Búrdar (fir. i), bolo. —Holl. broedertje.",bolo,,141.0
314,Bruffà,bɾufaː,"borrifar, semear",,"sprinkle, sow",verb,,,,"Bniífà, borrifar; semear (desus.). BruíFador, semeador. Bruffamento, aspersão; semeadura.","borrifar, semear",,141.0
