SriLanka_creole,phonetic_transcription,Portuguese_definition,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
aziete,aziete,azeite,olive oil,noun,,,"O Bruffador, i periódico","Azéte, aziete {Br. i), azeite. Azeitero, azietero {Br. i), azeiteiro. Azeitero: Dial. mac.",azeite,,138.0
Azeitero,azeiteɾo,azeiteiro,olive oil dealer,noun,Macao creole,,"O Bruffador, i periódico",,azeiteiro,,
azietero,azieteɾo,azeiteiro,olive oil dealer,noun,Macao creole,,"O Bruffador, i periódico",,azeiteiro,,
Baas,bas,patrão,boss,noun,Dutch,,,"Baas (pron. bãs), patrão. — Holl.",patrão,,139.0
Bàbaro,baːbaɾo,bárbaro,barbarian,noun,,,,"Bàbaro, bárbaro. Cfr. uso.",bárbaro,,139.0
Bêbi,beːbi,bebé,baby,noun,English,,,"Baby (pron. bebi), creança de peito, «bébé«. Baby irmão, o irmão «bébé«. — Ingl.",bebé,,139.0
Baclà,baklaː,batalhar,battle,verb,,,,"Baclà, batalhar. Baclador, batalhador. Bacladura, bacal-dura, (p. us.), batalha, combate. — Por intermédio de *bat'lá.",batalhar,,139.0
Baclador,bakladoɾ,batalhador,hard-worker,noun,,,,,batalhador,,
Bacladura,bakladuɾa,"batalha, combate","battle, combat",noun,,,,,"batalha, combate",,
bacaldura,bakalduɾa,"batalha, combate","battle, combat",noun,,,,,"batalha, combate",,
Bafa,bafa,abafar,stifle,verb,Macao creole,,,"Bafa, abafar. Dial. mac.",abafar,,139.0
Bailo,bailo,baile,"ball, dance",noun,,Dialectal Portuguese,,"Bailo, baile. — Port. Dialetal Portuguese. Bailo-casa, casa de baile.",baile,,139.0
Baiso,baizo,baixo,down,adverb,"Macao creole, Singapore creole, Santome",,,"Baiso {ç, p. us.), baso (f), basso (mais us.), baixo. Bassa, baixar, abaixar. Basséza, baixeza. Basso: dial. singpde S. Thomé. Dial. mac. baço.",baixo,pouco usado,139.0
baço,baso,baixo,down,adverb,"Macao creole, Singapore creole, Santome",,,"Baiso {ç, p. us.), baso (f), basso (mais us.), baixo. Bassa, baixar, abaixar. Basséza, baixeza. Basso: dial. singpde S. Thomé. Dial. mac. baço.",baixo,pouco usado,139.0
Bassá,basaː,"baixar, abaixar",download,verb,,,,,"baixar, abaixar",,
Basséza,baseːza,baixeza,baseness,noun,,,,,baixeza,,
Balança,balansa,"balança, balanço",swing,noun,,,,"Balança, balança; balanço.","balança, balanço",,139.0
Balmaçado,balmasado,"balançado, agitado",shaken,adjective,,,,"Balmaçado, balançado; agitado.","balançado, agitado",,139.0
Balmo,balmo,bálsamo,balm,noun,English,,,"Balmo, bálsamo. — Ingl. balm.",bálsamo,,139.0
Bend,bend,banda de musica,musical band,noun,English,,,"Band (pron. bend), banda de musica.",banda de musica,,139.0
Banda-dentro,banda dentɾo,"por banda de dentro, internamente",internally,adverb,Macao creole,,,"Banda-dentro, por banda de dentro, internamente. Banda-fora, por fora, externamente. Dial. mac: subst.","por banda de dentro, internamente",,139.0
Banda-fora,banda foɾa,"por fora, externamente",outwardly,adverb,Macao creole,,,,"por fora, externamente",,
Bandérè,bandeːɾeː,bandeira,flag,noun,,,,"Bandérè, bandeira.",bandeira,,139.0
Bandeya,bandeja,bandeja,tray,noun,,,,"Bandeya, bandeja.",bandeja,,139.0
Bangià,band̠ʒiaː,"dormitar, toscanejar",slumber,verb,Dutch,,,"Bangià, dormitar, toscanejar.— Do holl. paaijen.","dormitar, toscanejar",,139.0
Bank,bank,banco comercial,commercial bank,noun,English,,,"Bank (pron. benk), banco commercial. — Ingl.",banco commercial,,139.0
Benkrut,benkɾut,falido,bankrupt.,adjective,English,,,"Bankroot (pron. benkrul), fallido. — Ingl. bankrupt.",fallido,,139.0
Banths,bants,"laços, prisões","bonds, prisons",noun,"Dutch, English",,Cantigas,"Bantha {Cant.), laços, prisões.— Ingl. e holl. band.","laços, prisões",,139.0
Bariga,baɾiga,barriga,belly,noun,,,,"Bariga, barriga.",barriga,,139.0
Baro,baɾo,"barro, terra","clay, earth",noun,Capeverdean creole,,,"Baro, báru, barro, terra. Baro: dial. cab. Baro-casa, casa de barro.","barro, terra",,139.0
báru,baːɾu,"barro, terra","clay, earth",noun,Capeverdean creole,,,"Baro, báru, barro, terra. Baro: dial. cab. Baro-casa, casa de barro.","barro, terra",,139.0
Baro-casa,baɾo kaza,casa de barro,mud house,noun,,,,,casa de barro,,
Barrato,barato,barato,cheap,adjective,,,,"Barrato, barato. Cfr. carro.",barato,,139.0
Barrê,bareː,varrer,sweep,verb,Macao creole,,,"Barro, varrer. Barido, varrido. Dial. mac. barè.",varrer,,139.0
Barido,baɾido,varrido,swept away,adjective,,,,,varrido,,
Bàsin,baːzin,"bacia, prato",basin,noun,English,,,"Bàsin, bacia; prato. — Ingl.","bacia, prato",,139.0
Bassóra,basoːɾa,vassoira,broom,noun,Macao creole,,,"Baasóra, vassoira. Dial. mac.",vassoira,,139.0
Bastanto,bastanto,"bastante, muito",a lot,adverb,Cochin creole,,,"Bastanto, bastante; muito. Dial. coch. Cfr. restanto.","bastante, muito",,139.0
Bàtica,baːtika,"bátega, bacia, gamela","bucket, bowl",noun,Goa creole,All Portuguese-based creoles of India,Elucidário de Viterbo,"Bàtica, bátega (ant.); bacia; gamella. Comm. (t. em Gôa). Cfr. Elucids. V. bátega.","batega, bacia, gamela",,139.0
Batrai,batɾai,bateria,battery,noun,,,"O Bruffador, i periódico","Batrai {Br. i), bateria.",bateria,,139.0
Battà,batːaː,bater,knock,verb,,,,"Battà, bater.",bater,,139.0
Battalho,batːaʎo,batalha,battle,noun,,,Cantigas,Battalho [Cant.)batalha. V. BACI.Á.,batalha,,139.0
Batte,batːe,arroz com casca,husked rice,noun,"Kannada, Konkani, Marathi",All Portuguese-based creoles of India,,"Batte, arroz com casca. Comm. — Can. ""^^ (batta)konk. e mar. vriTT {bhât).",arroz com casca,,139.0
Bautismo,bautizmo,batismo,baptism,noun,,"Old Portuguese, Dialectal Portuguese, All Portuguese-based creoles of India",,"Bautismo, baptismo. Bau-tizá, baptizar. Comm.— Port. arch. e Dialetal Portuguese.",baptismo,,139.0
Bautizá,bautizaː,batizar,baptize,verb,,,,,baptizar,,
Bautista,bautista,Batista,baptist,noun,,"Dialectal Portuguese, All Portuguese-based creoles of India",,"Bautista, Baptista. Comm.— Port. Dialetal Portuguese.",Baptista,,139.0
Bai,bai,"baía, porto","bay, harbor",noun,Dutch,,,"Bai, bay, bahia; porto (desus.). — Do holl. baaie?","bahia, porto",,139.0
bei,bei,"baía, porto","bay, harbor",noun,Dutch,,,"Bai, bay, bahia; porto (desus.). — Do holl. baaie?","bahia, porto",,139.0
Bazar,bazaɾ,"mercado, praça",market place,noun,"Persian, English",All Portuguese-based creoles of India,Garcia da Horta,"Bazar, bazaara (fórm. Mod. do ingl.), mercado, praça. «Bazar quer dizer lugar d'onde se vendem as cousas». Gare. Comm. — Pers.jijLj [bâ- !fâr)j indianizado.","mercado, praça",,139.0
bazaara,bazaɾa,"mercado, praça",market place,noun,"Persian, English",All Portuguese-based creoles of India,Garcia da Horta,"Bazar, bazaara (fórm. Mod. do ingl.), mercado, praça. «Bazar quer dizer lugar d'onde se vendem as cousas». Gare. Comm. — Pers.jijLj [bâ- !fâr)j indianizado.","mercado, praça",,139.0
Beberajo,bebeɾad̠ʒo,"beberagem, bebida","brew, drink",noun,,,Istori de San Clear,"Beberajo, beberai, bebera-gem; bebida. Beberajo chaps, lojas de bebidas. Cfr. imajo, corajo e passai.","beberagem, bebida",,139.0
beberai,bebeɾai,"beberagem, bebida","brew, drink",noun,,,Istori de San Clear,"Beberajo, beberai, bebera-gem; bebida. Beberajo chaps, lojas de bebidas. Cfr. imajo, corajo e passai.","beberagem, bebida",,139.0
Beberajochaps,bebeɾad̠ʒot̠ʃaps,lojas de bebidas,liquor stores,noun,,,,,lojas de bebidas,,
Beberão,bebeɾaːo,beberrão,drunkard,noun,,,,"Beberão, babarão, bebrâo, beberrão.",beberrão,,139.0
babarão,babaɾaːo,beberrão,drunkard,noun,,,,"Beberão, babarão, bebrâo, beberrão.",beberrão,,139.0
bebrão,bebɾaːo,beberrão,drunkard,noun,,,,"Beberão, babarão, bebrâo, beberrão.",beberrão,,139.0
Bebera,bebeɾa,"beberes, bebidas",drinks,noun,,,,"Bebera, beberes; bebidas. Us. só no pi. Cfr. comers. Béço, beiço.","beberes, bebidas",,140.0
Béço,beːso,beiço,lip,noun,,,,,beiço,,
Bíar,biːaɾ,cerveja,beer,noun,English,,,"Beer (pron. bíar), cerveja.— Ingl.",cerveja,,140.0
Bemfeito,bemfeito,"bem feito, muito bem, dignamente","well done, very well, dignifiedly",adverb,"Macao creole, Papiá Kristang",,,"Bem/eito, bemfeto {adv.)^ bem feito; muito bem; dignamente. Dial. mac. e mal. bem feto.","bem feito, muito bem, dignamente",,140.0
bemfeto,bemfeto,"bem feito, muito bem, dignamente","well done, very well, dignifiedly",adverb,"Macao creole, Papiá Kristang",,,"Bem/eito, bemfeto {adv.)^ bem feito; muito bem; dignamente. Dial. mac. e mal. bem feto.","bem feito, muito bem, dignamente",,140.0
Bemfeitos,bemfeitos,benefícios,benefits,noun,,,,"Bemfeitos (C. A^.), benefícios.",benefícios,,140.0
Bença,bensa,bênção,blessing,noun,"Cochin creole, Macao creole",,,"Bença, bencè, benção. Ben-ça: dial. cochmac.",benção,,140.0
bencè,benseː,bênção,blessing,noun,"Cochin creole, Macao creole",,,"Bença, bencè, benção. Ben-ça: dial. cochmac.",benção,,140.0
Bendição,bendisaːo,bênção,blessing,noun,,Old Portuguese,,"Bendição, benção. — Port. arch..-'",benção,,140.0
Beneficaçan,benefikasan,benefício,benefit,noun,,,,"Beneflcaçan {C. .4.), beneficio.",beneficio,,140.0
Benigdade,benigdade,benignidade,benignity,noun,,,,"Benigdade, benignidade. Cfr. alfada.",benignidade,,140.0
Benzê,benzeː,"benzer, abençoar",bless,noun,,,,"Benze, benza, benzer, abençoar. Benza, bénzè, benção. Berger [gu)^ burguez: «eu-rasiano», descendente do europeu.— Holi. biirger.","benzer, abençoar",,140.0
benzà,benzaː,"benzer, abençoar",bless,noun,,,,"Benze, benza, benzer, abençoar. Benza, bénzè, benção. Berger [gu)^ burguez: «eu-rasiano», descendente do europeu.— Holi. biirger.","benzer, abençoar",,140.0
Bénza,beːnza,bênção,blessing,noun,,,,,benção,,
bénzè,beːnzeː,bênção,blessing,noun,,,,,benção,,
Berguer,beɾgeɾ,burguês,bourgeois,noun,Dutch,,,,burguês,,
Beryl,beɾil,berilo,beryl,noun,,,,"Beryl, beryllo. Cfr. esmerai.",berilo,,140.0
Béudo,beːudo,bêbado,drunk,adjective,"Macao creole, Konkani, Sinhala",,,"Béudo, bêbado. Beudice,",bêbado,,140.0
Beudice,beudise,bebedice,drunkenness,noun,,,,"bebedice. Dial. mac. Bebdo. — Singl. (S(s)^  (bébdu), konk. spsíTJ^ [bebdo). Cfr. macéo.",bebedice,,140.0
Baibol,baibol,bíblia,bible,noun,English,,,"Bible (pron. baibol)biblia. Bible-nomes, nomes da biblia.— Ingl.",bíblia,,140.0
Baibol-nomes,baibol nomes,nomes da bíblia,bible names,noun,,,,,nomes da biblia,,
Bibora,biboɾa,víbora,viper,noun,,,,"Bibora, vibora.",vibora,,140.0
Bijá,bid̠ʒaː,beijar,kiss,verb,"Diu creole, Mangalor creole",,,"Bijá, beijar. Dial. mangdiv.",beijar,,140.0
Billiard,biliaɾd,bilhar,billiard table,verb,English,,,"Billiard, bilhar. — Ingl. Bil-liard-cámber, sala de bilhar.",bilhar,,140.0
Billiard-cámber,biliaɾd kaːmbeɾ,sala de bilhar,billiard room,noun,English,,,,sala de bilhar,,
Bill,bil,papel de conta,bill,noun,English,,,"Bill, papel de conta. — Ingl.",papel de conta,,140.0
Bisiga,biziga,bexiga,bladder,noun,,,,"Bisiga, bexiga.",bexiga,,140.0
Bispada,bispada,bispado,diocese,noun,,,,"Bispada, bispado.",bispado,,140.0
Blada,blada,"folha de papel, página","sheet of paper, page",noun,Dutch,,,"Blada, bladè, folha de papel; pagina. —Holl. blad.","folha de papel, pagina",,140.0
bladè,bladeː,"folha de papel, página","sheet of paper, page",noun,Dutch,,,"Blada, bladè, folha de papel; pagina. —Holl. blad.","folha de papel, pagina",,140.0
Blanket,blanket,cobertor da cama,blanket,noun,English,,,"Blanket, cobertor da cama.— Ingl.",cobertor da cama,,140.0
Blasphemaçan,blasfemasan,blasfémia,blasphemy,noun,,,"O Bruffador, ii periódico","Blasphemaçan {Br. 2), blas-phemia.",blasphemia,,140.0
Blasphemoso,blasfemozo,blasfemo,blasphemous,noun,,,,"Blasphemoso, blasphemo. Cfr. alegroso, impioso.",blasphemo,,140.0
Bõa,boːa,boa,good,adjective,,Old Portuguese,,"Boa (Gomes), boa. — Port. arch.",boa,,140.0
Bôt,boːt,"bote, barco",boat,noun,English,,,"Boat (pron. bôt)bote, barco.— Ingl.","bote, barco",,140.0
Bobra,bobɾa,abóbora,pumpkin,noun,"Konkani, Marathi","Diu creole, Daman creole",,"Bobra, abóbora. Dial. nort.—",abóbora,,140.0
Bocadè,bokadeː,bocado,bite size,noun,,,,"Bocadè, bocado.",bocado,,140.0
Bodrimo,bodɾimo,"fada, duende","fairy, goblin",noun,Sinhala,,,"Bodrimo, fada, duende. — Singl. Cir^r^HIcll {bodiri. movo.","fada, duende",,140.0
Boffetado,bofetado,esbofeteado,slapped,adjective,,,Novo testamento,"Boífetado {N. T.), bofe-teado.",bofeteado,,140.0
Boftiá,boftiaː,esbofetear,slap,verb,,,,"Boftiá, buftiá, bofetear. Boftada, bofetada.",bofetear,,140.0
buftiá,buftiaː,esbofetear,slap,verb,,,,"Boftiá, buftiá, bofetear. Boftada, bofetada.",bofetear,,140.0
Boftada,boftada,bofetada,slap,noun,,,,,bofetada,,
Boltiá,boltiaː,voltear,turn around,verb,,,,"Boltiá, voltear.",voltear,,140.0
Bom,bom,bem,well,adverb,,,,"Bom, bom: bem {siibst.).",bem,,140.0
Bonancè,bonanseː,"bonança, bondade","calm, good",noun,,,,"Bonancè, bonança; bondade.","bonança, bondade",,140.0
Bonino,bonino,bonina,,noun,,,,"Bonino, bonina.",bonina,,140.0
Buts,buts,botas,boots,noun,English,,,"Boots (pron. buts), botas.— Ingl.",botas,,140.0
Bordè,boɾdeː,borda,edge,noun,,,,"Borde, borda.",borda,,140.0
Bordiá,boɾdiaː,bordar,embroider,verb,,,,"Bordiá, bordar.",bordar,,140.0
Borrecido,boresido,aborrecido,bored,adjective,Macao creole,,Istori de San Clear,"Borrecido, aborrecido. Dial. mac. borecido. P. us. Cfr. biircê.",aborrecido,pouco usado,140.0
Bota,bota,"botar, pôr, meter",put,verb,,,,"Bota, botar, pôr, metter. Muito us.","botar, pôr, metter",,140.0
Botle,botle,garrafa,bottle,noun,"English, Sinhala, Konkani, Marathi",,"O Bruffador, ii periódico","Botle, botei, bottal {Br. 2), garrafa. Botle: dial. mac.",garrafa,,140.0
botei,botei,garrafa,bottle,noun,"English, Sinhala, Konkani, Marathi",,"O Bruffador, ii periódico","Botle, botei, bottal {Br. 2), garrafa. Botle: dial. mac.",garrafa,,140.0
bottal,botːal,garrafa,bottle,noun,"English, Sinhala, Konkani, Marathi",,"O Bruffador, ii periódico","Botle, botei, bottal {Br. 2), garrafa. Botle: dial. mac.",garrafa,,140.0
Bottle-vinho,botːle ʋiɲo,garrafa de vinho,bottle of wine,noun,English,,,,garrafa de vinho,,
Boutic,boutik,botica,pharmacy,noun,,"Old Portuguese, All Portuguese-based creoles of India",,Boutique (pron. boutic)^ botica (pharmacia), loja. — Botica na segunda accep. port. arch. Comm. (t. em Macao creole e Gôa).,botica,141.0
Boutiqueiro,boutikeiɾo,"boticário, lojista","apothecary, shopkeeper",noun,,"Old Portuguese, All Portuguese-based creoles of India",,"Boutiqueiro, boticário; lo-gista. — Botiqueiro: port. arch. Comm.","boticário, logista",,141.0
Boventade,boʋentade,boa vontade,goodwill,adjective,,,,"Boventade, bovantade, boa vontade. Boventade-mente, de boa vontade.",boa vontade,,141.0
bovantade,boʋantade,boa vontade,goodwill,adjective,,,,"Boventade, bovantade, boa vontade. Boventade-mente, de boa vontade.",boa vontade,,141.0
Boventademente,boʋentademente,de boa vontade,goodwill,adverb,,,,,de boa vontade,,
Bocs,boks,caixa,box,noun,English,,,Box (pron. bocs)^ caixa (t. us.: cassa). — Ingl.,caixa,,141.0
Branca,bɾanka,branquear,bleach,verb,,,,"Branca, branquear. — De branco.",branquear,,141.0
Branda,bɾanda,abrandar,slow down,verb,"Capeverdean creole, Macao creole",,,"Branda, abrandar. Dial. mac, cab.",abrandar,,141.0
Brandi,bɾandi,conhaque,brandy,noun,English,,,Brandy (pron. brandi)co-gnac. — Ingl.,cognac,,141.0
Branquéza,bɾankeːza,brancura,whiteness,noun,,,,"Branquéza, brancura.",brancura,,141.0
Brao,bɾao,"bravo, feroz, cruel","angry, fierce, cruel",noun,,,"Collecçáo de Bandos, por F. N. Xavier","Brao, brau, bravo; feroz, cruel. Cfr. «arrátel de crao» [cravo]. Coll. de Band.","bravo, feroz, cruel",,141.0
brau,bɾau,"bravo, feroz, cruel","angry, fierce, cruel",noun,,,"Collecçáo de Bandos, por F. N. Xavier","Brao, brau, bravo; feroz, cruel. Cfr. «arrátel de crao» [cravo]. Coll. de Band.","bravo, feroz, cruel",,141.0
Braviá,bɾaʋiaː,"bramar, clamar",roar,verb,Marathi,,,"Bravia, bramar, clamar. — De brau?","bramar, clamar",,141.0
Brazá,bɾazaː,abrasar,blaze,verb,,,,"Brazá, abrazar.",abrazar,,141.0
Bremellio,bɾemelio,vermelho,red,adjective,Capeverdean creole,,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.",vermelho,,141.0
brimellio,bɾimelio,vermelho,red,adjective,Capeverdean creole,,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.",vermelho,,141.0
brimalho,bɾimaʎo,vermelho,red,adjective,Capeverdean creole,,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.",vermelho,,141.0
brimejo,bɾimed̠ʒo,vermelho,red,adjective,Capeverdean creole,,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.",vermelho,,141.0
Brinc'-de-fogo,bɾin k ə de fogo,fogo de vista,fire of sight,noun,,,,"Brinc'-de-fogo, fogo de vista.",fogo de vista,,141.0
Búrdar,buːɾdaɾ,bolo,cake,noun,Dutch,,,"Búrdar (fir. i), bolo. —Holl. broedertje.",bolo,,141.0
Bruffà,bɾufaː,"borrifar, semear","sprinkle, sow",verb,,,,"Bniífà, borrifar; semear (desus.). BruíFador, semeador. Bruffamento, aspersão; semeadura.","borrifar, semear",,141.0
Bruffador,bɾufadoɾ,semeador,seeder,noun,,,,,semeador,,
Bruffamento,bɾufamento,"aspersão, semeadura","sprinkling, sowing",noun,,,,,aspersão, semeadura,
Bruço,bɾuso,bruços,prone,noun,,,,"Bruso (f), bruços.",bruços,,141.0
Buco,buko,livro,book,noun,"English, Singapore creole",,,"Buço, búku, livro. Dial. sin-gap. — Ingl. book.",livro,,141.0
búku,buːku,livro,book,noun,"English, Singapore creole",,,"Buço, búku, livro. Dial. sin-gap. — Ingl. book.",livro,,141.0
Bunaca,bunaka,boneca,doll,adjective,,,,"Bnnaca, boneca.",boneca,,141.0
Bunito,bunito,bonito,handsome,adjective,Cochin creole,,,"Bunito, bonito. Dial. coch.",bonito,,141.0
Burà,buɾaː,"borrar, riscar, apagar","smudge, scratch, erase",verb,,,,"Burà, borrar; riscar, apagar.","borrar, riscar, apagar",,141.0
Burcê,buɾseː,aborrecer,annoy,verb,Macao creole,,,"Burcô, burçá, abhorrecer. Dial. mac. burecê.",aborrecer,,141.0
burçá,buɾsaː,aborrecer,annoy,verb,Macao creole,,,"Burcô, burçá, abhorrecer. Dial. mac. burecê.",aborrecer,,141.0
Burdade,buɾdade,"burrice, ignorância","stupidity, ignorance",noun,,,,"Burdade, burrice; ignorância.","burrice, ignorância",,141.0
Búru,buːɾu,burro,dumb,noun,,,,"Búru, burro.",burro,,141.0
Busca,buska,"pagamento, proventos","payment, earnings",noun,,,,"Busca, pagamento, proventos.","pagamento, proventos",,141.0
Caba,kaba,acabar,finish,verb,"Capeverdean creole, Cochin creole, Guinea-Bissau kryol, Singapore creole, Konkani",,,"Caba, acabar. T. cava. Dial. cochde Mahé, singpcabguin. Cabar: dial. braz.; t. em",acabar,,141.0
cava,kaʋa,acabar,finish,verb,"Capeverdean creole, Cochin creole, Guinea-Bissau kryol, Singapore creole, Konkani",,,"Caba, acabar. T. cava. Dial. cochde Mahé, singpcabguin. Cabar: dial. braz.; t. em",acabar,,141.0
Cabai,kabai,"«cabaia», túnica, capote, casaco","tunic, cloak, coat",noun,Persian,All Portuguese-based creoles of India,,"Gabai, cabaya,cuobai, «cabaia», túnica, capote; casaco. «Cabaia de damasco rico e dino». Lusiad. Comm. {cabaia). — Pers.-Arab. Li, india-nizado.","«cabaia», túnica, capote, casaco",,141.0
cabaya,kabaja,"«cabaia», túnica, capote, casaco","tunic, cloak, coat",noun,Persian,All Portuguese-based creoles of India,,"Gabai, cabaya,cuobai, «cabaia», túnica, capote; casaco. «Cabaia de damasco rico e dino». Lusiad. Comm. {cabaia). — Pers.-Arab. Li, india-nizado.","«cabaia», túnica, capote, casaco",,141.0
cuobai,kuobai,"«cabaia», túnica, capote, casaco","tunic, cloak, coat",noun,Persian,All Portuguese-based creoles of India,,"Gabai, cabaya,cuobai, «cabaia», túnica, capote; casaco. «Cabaia de damasco rico e dino». Lusiad. Comm. {cabaia). — Pers.-Arab. Li, india-nizado.","«cabaia», túnica, capote, casaco",,141.0
Cabeça,kabesa,cabeça,head,noun,Capeverdean creole,,,"Cabeça, cabeçè, cabeça. Cabeça: dial. cab.",cabeça,,141.0
cabeçé,kabeseː,cabeça,head,noun,Capeverdean creole,,,"Cabeça, cabeçè, cabeça. Cabeça: dial. cab.",cabeça,,141.0
